"","x","y"
"1",0.171400587659152,0.0280675800854429
"2",5.14299706170421,0.0398166710448091
"3",10.1145935357493,0.0280675800854429
"4",14.9941234084231,0.0247106969541954
"5",19.9657198824682,0.0498873204385516
"6",24.845249755142,0.0372990086963735
"7",29.8168462291871,0.0641540737463535
"8",34.7884427032321,0.113668099932254
"9",39.667972575906,0.188358749602511
"10",44.639569049951,0.233676671874352
"11",49.7032321253673,0.264727840838391
"12",54.4906953966699,0.268084723969639
"13",59.5543584720862,0.271441607100886
"14",64.5259549461312,0.278155373363381
"15",69.3134182174339,0.274798490232134
"16",74.2850146914789,0.268084723969639
"17",79.256611165524,0.269763165535263
"18",84.1361410381978,0.258014074575896
"19",89.1998041136141,0.241229658919659
"20",94.0793339862879,0.207660827607184
